track_name,artist,album,release_date,duration_ms,popularity,spotify_url
Untouchable,Taylor Swift,Fearless Platinum Edition,2008-11-11,311040,37,https://open.spotify.com/track/2IZ00ed83ygPIiacYScWUE
Forever & Always - Piano Version,Taylor Swift,Fearless Platinum Edition,2008-11-11,267506,37,https://open.spotify.com/track/46HGgtwmmuEB8mvDCyjyAc
Come In With The Rain,Taylor Swift,Fearless Platinum Edition,2008-11-11,238106,37,https://open.spotify.com/track/4pl5zcqCv4vc3cB7M4MZ6f
SuperStar,Taylor Swift,Fearless Platinum Edition,2008-11-11,261453,34,https://open.spotify.com/track/14Bljc3pOOG0xQX3wqhLN9
The Other Side Of The Door,Taylor Swift,Fearless Platinum Edition,2008-11-11,237600,36,https://open.spotify.com/track/0xvsgzM8AtBtRHZm5rav8A
Hey Stephen,Taylor Swift,Fearless Platinum Edition,2008-11-11,254320,36,https://open.spotify.com/track/6wcFdMmiDscAhZJrcVFumx
Breathe,Taylor Swift,Fearless Platinum Edition,2008-11-11,263986,37,https://open.spotify.com/track/6S9G7J3EB1ZY0rrZPwsBg5
Tell Me Why,Taylor Swift,Fearless Platinum Edition,2008-11-11,200560,34,https://open.spotify.com/track/4XrP7vKBjKLEYlRZdb0Ygr
You're Not Sorry,Taylor Swift,Fearless Platinum Edition,2008-11-11,261800,35,https://open.spotify.com/track/6HWYtS215rxaaMjvpyG18W
The Way I Loved You,Taylor Swift,Fearless Platinum Edition,2008-11-11,244240,37,https://open.spotify.com/track/77VotUUL79U10TAnYdqwvr
Forever & Always,Taylor Swift,Fearless Platinum Edition,2008-11-11,225333,37,https://open.spotify.com/track/1zxrcAk6eiytfavqriMcKT
The Best Day,Taylor Swift,Fearless Platinum Edition,2008-11-11,245346,34,https://open.spotify.com/track/5YbZZ2gYfvW1UvHHF4pVaD
Change,Taylor Swift,Fearless Platinum Edition,2008-11-11,281053,33,https://open.spotify.com/track/0RdcBnAXyH2YZZvcBVu2k6
A Place in this World,Taylor Swift,Taylor Swift,2006-10-24,199200,53,https://open.spotify.com/track/73OX8GdpOeGzKC6OvGSbsv
Cold As You,Taylor Swift,Taylor Swift,2006-10-24,239013,53,https://open.spotify.com/track/7an1exwMnfYRcdVQm0yDev
The Outside,Taylor Swift,Taylor Swift,2006-10-24,207106,50,https://open.spotify.com/track/2QA3IixpRcKyOdG7XDzRgv
Tied Together with a Smile,Taylor Swift,Taylor Swift,2006-10-24,248106,51,https://open.spotify.com/track/6K0CJLVXqbGMeJSmJ4ENKK
Stay Beautiful,Taylor Swift,Taylor Swift,2006-10-24,236053,51,https://open.spotify.com/track/2ZoOmCSgj0ypVAmGd1ve4y
Mary's Song (Oh My My My),Taylor Swift,Taylor Swift,2006-10-24,213080,55,https://open.spotify.com/track/2QrQCMel6v2JiLxqrg4p2O
I'm Only Me When I'm With You,Taylor Swift,Taylor Swift,2006-10-24,213053,54,https://open.spotify.com/track/0JIdBrXGSJXS72zjF9ss9u
Invisible,Taylor Swift,Taylor Swift,2006-10-24,203226,50,https://open.spotify.com/track/5OOd01o2YS1QFwdpVLds3r
A Perfectly Good Heart,Taylor Swift,Taylor Swift,2006-10-24,220146,49,https://open.spotify.com/track/1spLfUJxtyVyiKKTegQ2r4
Teardrops on My Guitar - Pop Version,Taylor Swift,Taylor Swift,2006-10-24,179066,50,https://open.spotify.com/track/4pJi1rVt9GNegU9kywjg4z
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,Taylor Swift,2006-10-24,203040,62,https://open.spotify.com/track/7zMcNqs55Mxer82bvZFkpg
Ronan,Taylor Swift,Ronan,2012-09-08,265306,37,https://open.spotify.com/track/0Nw8hv79MLJa1yjtsEgz08
Delicate - Recorded at The Tracking Room Nashville,Taylor Swift,Spotify Singles,2018-04-13,228460,56,https://open.spotify.com/track/1Fj0T1XKuhRu7EZzJ7NJIK
September - Recorded at The Tracking Room Nashville,Taylor Swift,Spotify Singles,2018-04-13,187823,58,https://open.spotify.com/track/5eGX87IiKsGuzS3iw4CfCX
"Sweeter Than Fiction - From ""One Chance"" Soundtrack",Taylor Swift,Sweeter Than Fiction,2013-10-21,237640,53,https://open.spotify.com/track/0RFCHlNuTeUHIB36VuVbOL
Eyes Open,Taylor Swift,The Hunger Games: Songs From District 12 And Beyond,2012-01-01,244586,45,https://open.spotify.com/track/7wjbSn8QHsxqKXU5M0jXGM
Back To December/Apologize/You're Not Sorry - Live/2011/Medley,Taylor Swift,Speak Now World Tour Live,2010-10-25,362826,45,https://open.spotify.com/track/1IsquhJFJ0qcFZI7FeAEuN
Bette Davis Eyes - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,189146,41,https://open.spotify.com/track/6KF9xd2hBLuexrmBX4vUWD
I Want You Back - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,83253,38,https://open.spotify.com/track/4KB3zBArZ1rHRExilzycaV
Ours - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,245973,37,https://open.spotify.com/track/68QyrSzpnoU04AAhE5z8lj
Last Kiss - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,369066,38,https://open.spotify.com/track/6hH37tyeRdyan1mAppmVor
Haunted - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,292426,40,https://open.spotify.com/track/6znB7YZhMJT2B83zfbiyLq
Long Live - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,376466,39,https://open.spotify.com/track/5QkzyLUb4ggojNDp8G2OxX
Sparks Fly - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,336826,40,https://open.spotify.com/track/1aBJNc2thaKyh5THWzIqHX
Mine - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,259279,38,https://open.spotify.com/track/7yndkPYP6YQQLBpPsizDfh
The Story Of Us - Live,Taylor Swift,Speak Now World Tour Live,2010-10-25,290520,39,https://open.spotify.com/track/72GIZuUXo14oyrS0si3Rgc
Dear John - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,404680,38,https://open.spotify.com/track/4DbI1rr4IQ2bc8nejy9ttd
Mean - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,246373,38,https://open.spotify.com/track/7mFiEij8AXPUZB7aKLbUlQ
Better Than Revenge - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,344573,39,https://open.spotify.com/track/6505MLhnqTDDg4tjoUz2Wp
Enchanted - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,389213,40,https://open.spotify.com/track/3lm4L3pPL32PFy74dR17OR
Speak Now - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,248146,37,https://open.spotify.com/track/3QFB14MOUf3imlyISNmrbT
Drops Of Jupiter - Live/2011,Taylor Swift,Speak Now World Tour Live,2010-10-25,315173,46,https://open.spotify.com/track/0BSmbCIY36iw04azzJ3S0S
Delicate - Seeb Remix,Taylor Swift,Delicate (Seeb Remix),2018-06-08,173265,55,https://open.spotify.com/track/2Sy2oGjP5RYB4cLVoDU0Gz
...Ready For It? - BloodPop® Remix,Taylor Swift,...Ready For It? (BloodPop® Remix),2017-12-01,189508,48,https://open.spotify.com/track/1Ygm9KdH3wbzDekO8JgxcW
Delicate - Sawyr And Ryan Tedder Mix,Taylor Swift,Delicate (Sawyr And Ryan Tedder Mix),2018-05-25,184281,41,https://open.spotify.com/track/6SYwJcqaltK2WFRmD1unUV
Babe,Sugarland,Bigger,2018-06-08,215106,53,https://open.spotify.com/track/7fRruZ12gXGwBs0zXQ6e5V
Big Star (with Taylor Swift) - Live,Kenny Chesney,Live in No Shoes Nation,2017-10-27,306506,41,https://open.spotify.com/track/7JKwboSAWRHJI5U1XGTqS3
Highway Don't Care,Tim McGraw,Two Lanes Of Freedom (Accelerated Deluxe),2013-01-01,278453,38,https://open.spotify.com/track/6Bb5aUjzUT5ozbbr0VpnZ8
Both of Us (feat. Taylor Swift),B.o.B,Strange Clouds,2012-04-27,216120,54,https://open.spotify.com/track/3r9bgSJlJz2zlevcBRYXko
Two Is Better Than One (feat. Taylor Swift),BOYS LIKE GIRLS,Love Drunk,2009-09-07,242840,63,https://open.spotify.com/track/1MaqkdFNIKPdpQGDzme5ss
Crazier,Taylor Swift,Hannah Montana The Movie,2009-01-01,191946,64,https://open.spotify.com/track/5vyxXfD5gLlyPxGZMEjtmd
Should've Said No - The 3D Concert Experience,Jonas Brothers,Music from the 3D Concert Experience,2009-01-01,253800,42,https://open.spotify.com/track/06FXaDDdg0BzXl15cthMS5
Last Christmas,Taylor Swift,The Taylor Swift Holiday Collection,2008-12-02,208253,48,https://open.spotify.com/track/2IprIjGNRlj3TfqUWCAo0C
Christmases When You Were Mine,Taylor Swift,The Taylor Swift Holiday Collection,2008-12-02,184253,44,https://open.spotify.com/track/1g09DZjQ7yBommCT6POY2n
Santa Baby,Taylor Swift,The Taylor Swift Holiday Collection,2008-12-02,158600,41,https://open.spotify.com/track/71IScwIe7bcIlpnlkbKVQw
Silent Night,Taylor Swift,The Taylor Swift Holiday Collection,2008-12-02,209893,39,https://open.spotify.com/track/1cJkUN5LAotktryx2nPCr7
Christmas Must Be Something More,Taylor Swift,The Taylor Swift Holiday Collection,2008-12-02,232146,39,https://open.spotify.com/track/31JVjy3XWnh6C2zf4kLCXN
White Christmas,Taylor Swift,The Taylor Swift Holiday Collection,2008-12-02,154000,37,https://open.spotify.com/track/7GZ3KDorsc1yWndEtzGTjf
"Carolina - ""Where The Crawdads Sing"" - Video Edition",Taylor Swift,Carolina (From The Motion Picture “Where The Crawdads Sing”),2022-06-24,163944,45,https://open.spotify.com/track/12xIjI9A9UlB6zEc7kyZ06
